nbpts,z_h,Te
871,6.31E+10,2.35E+06
872,6.32E+10,2.35E+06
873,6.32E+10,2.35E+06
874,6.33E+10,2.35E+06
875,6.34E+10,2.35E+06
876,6.34E+10,2.35E+06
877,6.35E+10,2.35E+06
878,6.36E+10,2.35E+06
879,6.37E+10,2.35E+06
880,6.37E+10,2.35E+06
881,6.38E+10,2.35E+06
882,6.39E+10,2.35E+06
883,6.39E+10,2.35E+06
884,6.40E+10,2.35E+06
885,6.41E+10,2.35E+06
886,6.42E+10,2.35E+06
887,6.42E+10,2.35E+06
888,6.43E+10,2.35E+06
889,6.44E+10,2.35E+06
890,6.45E+10,2.35E+06
891,6.45E+10,2.35E+06
892,6.46E+10,2.35E+06
893,6.47E+10,2.35E+06
894,6.47E+10,2.35E+06
895,6.48E+10,2.35E+06
896,6.49E+10,2.35E+06
897,6.50E+10,2.35E+06
898,6.50E+10,2.35E+06
899,6.51E+10,2.35E+06
900,6.52E+10,2.35E+06
901,6.53E+10,2.35E+06
902,6.53E+10,2.35E+06
903,6.54E+10,2.35E+06
904,6.55E+10,2.35E+06
905,6.55E+10,2.35E+06
906,6.56E+10,2.35E+06
907,6.57E+10,2.35E+06
908,6.58E+10,2.35E+06
909,6.58E+10,2.35E+06
910,6.59E+10,2.35E+06
911,6.60E+10,2.35E+06
912,6.61E+10,2.35E+06
913,6.61E+10,2.35E+06
914,6.62E+10,2.35E+06
915,6.63E+10,2.35E+06
916,6.63E+10,2.35E+06
917,6.64E+10,2.35E+06
918,6.65E+10,2.35E+06
919,6.66E+10,2.35E+06
920,6.66E+10,2.35E+06
921,6.67E+10,2.35E+06
922,6.68E+10,2.35E+06
923,6.68E+10,2.35E+06
924,6.69E+10,2.35E+06
925,6.70E+10,2.35E+06
926,6.71E+10,2.35E+06
927,6.71E+10,2.35E+06
928,6.72E+10,2.35E+06
929,6.73E+10,2.35E+06
930,6.74E+10,2.35E+06
931,6.74E+10,2.35E+06
932,6.75E+10,2.35E+06
933,6.76E+10,2.35E+06
934,6.76E+10,2.35E+06
935,6.77E+10,2.35E+06
936,6.78E+10,2.35E+06
937,6.79E+10,2.35E+06
938,6.79E+10,2.35E+06
939,6.80E+10,2.35E+06
940,6.81E+10,2.35E+06
941,6.82E+10,2.35E+06
942,6.82E+10,2.35E+06
943,6.83E+10,2.35E+06
944,6.84E+10,2.35E+06
945,6.84E+10,2.35E+06
946,6.85E+10,2.35E+06
947,6.86E+10,2.35E+06
948,6.87E+10,2.35E+06
949,6.87E+10,2.35E+06
950,6.88E+10,2.35E+06
951,6.89E+10,2.35E+06
952,6.90E+10,2.35E+06
953,6.90E+10,2.35E+06
954,6.91E+10,2.35E+06
955,6.92E+10,2.35E+06
956,6.92E+10,2.35E+06
957,6.93E+10,2.35E+06
958,6.94E+10,2.35E+06
959,6.95E+10,2.35E+06
960,6.95E+10,2.35E+06
961,6.96E+10,2.35E+06
962,6.97E+10,2.35E+06
963,6.98E+10,2.35E+06
964,6.98E+10,2.35E+06
965,6.99E+10,2.35E+06
966,7.00E+10,2.35E+06
967,7.00E+10,2.35E+06
968,7.01E+10,2.35E+06
969,7.02E+10,2.35E+06
970,7.03E+10,2.35E+06
971,7.03E+10,2.35E+06
972,7.04E+10,2.35E+06
973,7.05E+10,2.35E+06
974,7.05E+10,2.35E+06
975,7.06E+10,2.35E+06
976,7.07E+10,2.35E+06
977,7.08E+10,2.35E+06
978,7.08E+10,2.35E+06
979,7.09E+10,2.35E+06
980,7.10E+10,2.35E+06
981,7.11E+10,2.35E+06
982,7.11E+10,2.35E+06
983,7.12E+10,2.35E+06
984,7.13E+10,2.35E+06
985,7.13E+10,2.35E+06
986,7.14E+10,2.35E+06
987,7.15E+10,2.35E+06
988,7.16E+10,2.35E+06
989,7.16E+10,2.35E+06
990,7.17E+10,2.35E+06
991,7.18E+10,2.35E+06
992,7.19E+10,2.35E+06
993,7.19E+10,2.35E+06
994,7.20E+10,2.35E+06
995,7.21E+10,2.35E+06
996,7.21E+10,2.35E+06
997,7.22E+10,2.35E+06
998,7.23E+10,2.35E+06
999,7.24E+10,2.35E+06
1000,7.24E+10,2.35E+06
1001,7.25E+10,2.35E+06
1002,7.26E+10,2.35E+06
1003,7.27E+10,2.35E+06
1004,7.27E+10,2.35E+06
1005,7.28E+10,2.35E+06
1006,7.29E+10,2.35E+06
1007,7.29E+10,2.35E+06
1008,7.30E+10,2.35E+06
1009,7.31E+10,2.35E+06
1010,7.32E+10,2.35E+06
1011,7.32E+10,2.35E+06
1012,7.33E+10,2.35E+06
1013,7.34E+10,2.35E+06
1014,7.34E+10,2.35E+06
1015,7.35E+10,2.35E+06
1016,7.36E+10,2.35E+06
1017,7.37E+10,2.35E+06
1018,7.37E+10,2.35E+06
1019,7.38E+10,2.35E+06
1020,7.39E+10,2.35E+06
1021,7.40E+10,2.35E+06
1022,7.40E+10,2.35E+06
1023,7.41E+10,2.35E+06
1024,7.42E+10,2.35E+06
1025,7.42E+10,2.35E+06
1026,7.43E+10,2.35E+06
1027,7.44E+10,2.35E+06
1028,7.45E+10,2.35E+06
1029,7.45E+10,2.35E+06
1030,7.46E+10,2.35E+06
1031,7.47E+10,2.35E+06
1032,7.48E+10,2.35E+06
1033,7.48E+10,2.35E+06
1034,7.49E+10,2.35E+06
1035,7.50E+10,2.35E+06
1036,7.50E+10,2.35E+06
1037,7.51E+10,2.35E+06
1038,7.52E+10,2.35E+06
1039,7.53E+10,2.35E+06
1040,7.53E+10,2.35E+06
1041,7.54E+10,2.35E+06
1042,7.55E+10,2.35E+06
1043,7.56E+10,2.35E+06
1044,7.56E+10,2.35E+06
1045,7.57E+10,2.35E+06
1046,7.58E+10,2.35E+06
1047,7.58E+10,2.35E+06
1048,7.59E+10,2.35E+06
1049,7.60E+10,2.35E+06
1050,7.61E+10,2.35E+06
1051,7.61E+10,2.35E+06
1052,7.62E+10,2.35E+06
1053,7.63E+10,2.35E+06
1054,7.63E+10,2.35E+06
1055,7.64E+10,2.35E+06
1056,7.65E+10,2.35E+06
1057,7.66E+10,2.35E+06
1058,7.66E+10,2.35E+06
1059,7.67E+10,2.35E+06
1060,7.68E+10,2.35E+06
1061,7.69E+10,2.35E+06
1062,7.69E+10,2.35E+06
1063,7.70E+10,2.35E+06
1064,7.71E+10,2.35E+06
1065,7.71E+10,2.35E+06
1066,7.72E+10,2.35E+06
1067,7.73E+10,2.35E+06
1068,7.74E+10,2.35E+06
1069,7.74E+10,2.35E+06
1070,7.75E+10,2.35E+06
1071,7.76E+10,2.35E+06
1072,7.77E+10,2.35E+06
1073,7.77E+10,2.35E+06
1074,7.78E+10,2.35E+06
1075,7.79E+10,2.35E+06
1076,7.79E+10,2.35E+06
1077,7.80E+10,2.35E+06
1078,7.81E+10,2.35E+06
1079,7.82E+10,2.35E+06
1080,7.82E+10,2.35E+06
1081,7.83E+10,2.35E+06
1082,7.84E+10,2.35E+06
1083,7.85E+10,2.35E+06
1084,7.85E+10,2.35E+06
1085,7.86E+10,2.35E+06
1086,7.87E+10,2.35E+06
1087,7.87E+10,2.35E+06
1088,7.88E+10,2.35E+06
1089,7.89E+10,2.35E+06
1090,7.90E+10,2.35E+06
1091,7.90E+10,2.35E+06
1092,7.91E+10,2.35E+06
1093,7.92E+10,2.35E+06
1094,7.92E+10,2.35E+06
1095,7.93E+10,2.35E+06
1096,7.94E+10,2.35E+06
1097,7.95E+10,2.35E+06
1098,7.95E+10,2.35E+06
1099,7.96E+10,2.35E+06
1100,7.97E+10,2.35E+06
1101,7.98E+10,2.35E+06
1102,7.98E+10,2.35E+06
1103,7.99E+10,2.35E+06
1104,8.00E+10,2.35E+06
1105,8.00E+10,2.35E+06
1106,8.01E+10,2.35E+06
1107,8.02E+10,2.35E+06
1108,8.03E+10,2.35E+06
1109,8.03E+10,2.35E+06
1110,8.04E+10,2.35E+06
1111,8.05E+10,2.35E+06
1112,8.06E+10,2.35E+06
1113,8.06E+10,2.35E+06
1114,8.07E+10,2.35E+06
1115,8.08E+10,2.35E+06
1116,8.08E+10,2.35E+06
1117,8.09E+10,2.35E+06
1118,8.10E+10,2.35E+06
1119,8.11E+10,2.35E+06
1120,8.11E+10,2.35E+06
1121,8.12E+10,2.35E+06
1122,8.13E+10,2.35E+06
1123,8.14E+10,2.35E+06
1124,8.14E+10,2.35E+06
1125,8.15E+10,2.35E+06
1126,8.16E+10,2.35E+06
1127,8.16E+10,2.35E+06
1128,8.17E+10,2.35E+06
1129,8.18E+10,2.35E+06
1130,8.19E+10,2.35E+06
1131,8.19E+10,2.35E+06
1132,8.20E+10,2.35E+06
1133,8.21E+10,2.35E+06
1134,8.22E+10,2.35E+06
1135,8.22E+10,2.35E+06
1136,8.23E+10,2.35E+06
1137,8.24E+10,2.35E+06
1138,8.24E+10,2.35E+06
1139,8.25E+10,2.35E+06
1140,8.26E+10,2.35E+06
1141,8.27E+10,2.35E+06
1142,8.27E+10,2.35E+06
1143,8.28E+10,2.35E+06
1144,8.29E+10,2.35E+06
1145,8.29E+10,2.35E+06
1146,8.30E+10,2.35E+06
1147,8.31E+10,2.35E+06
1148,8.32E+10,2.35E+06
1149,8.32E+10,2.35E+06
1150,8.33E+10,2.35E+06
1151,8.34E+10,2.35E+06
1152,8.35E+10,2.35E+06
1153,8.35E+10,2.35E+06
1154,8.36E+10,2.35E+06
1155,8.37E+10,2.35E+06
1156,8.37E+10,2.35E+06
1157,8.38E+10,2.35E+06
1158,8.39E+10,2.35E+06
1159,8.40E+10,2.35E+06
1160,8.40E+10,2.35E+06
1161,8.41E+10,2.35E+06
1162,8.42E+10,2.35E+06
1163,8.43E+10,2.35E+06
1164,8.43E+10,2.35E+06
1165,8.44E+10,2.35E+06
1166,8.45E+10,2.35E+06
1167,8.45E+10,2.35E+06
1168,8.46E+10,2.35E+06
1169,8.47E+10,2.35E+06
1170,8.48E+10,2.35E+06
1171,8.48E+10,2.35E+06
1172,8.49E+10,2.35E+06
1173,8.50E+10,2.35E+06
1174,8.51E+10,2.35E+06
1175,8.51E+10,2.35E+06
1176,8.52E+10,2.35E+06
1177,8.53E+10,2.35E+06
1178,8.53E+10,2.35E+06
1179,8.54E+10,2.35E+06
1180,8.55E+10,2.35E+06
1181,8.56E+10,2.35E+06
1182,8.56E+10,2.35E+06
1183,8.57E+10,2.35E+06
1184,8.58E+10,2.35E+06
1185,8.58E+10,2.35E+06
1186,8.59E+10,2.35E+06
1187,8.60E+10,2.35E+06
1188,8.61E+10,2.35E+06
1189,8.61E+10,2.35E+06
1190,8.62E+10,2.35E+06
1191,8.63E+10,2.35E+06
1192,8.64E+10,2.35E+06
1193,8.64E+10,2.35E+06
1194,8.65E+10,2.35E+06
1195,8.66E+10,2.35E+06
1196,8.66E+10,2.35E+06
1197,8.67E+10,2.35E+06
1198,8.68E+10,2.35E+06
1199,8.69E+10,2.35E+06
1200,8.69E+10,2.35E+06
1201,8.70E+10,2.35E+06
1202,8.71E+10,2.35E+06
1203,8.72E+10,2.35E+06
1204,8.72E+10,2.35E+06
1205,8.73E+10,2.35E+06
1206,8.74E+10,2.35E+06
1207,8.74E+10,2.35E+06
1208,8.75E+10,2.35E+06
1209,8.76E+10,2.35E+06
1210,8.77E+10,2.35E+06
1211,8.77E+10,2.35E+06
1212,8.78E+10,2.35E+06
1213,8.79E+10,2.35E+06
1214,8.80E+10,2.35E+06
1215,8.80E+10,2.35E+06
1216,8.81E+10,2.35E+06
1217,8.82E+10,2.35E+06
1218,8.82E+10,2.35E+06
1219,8.83E+10,2.35E+06
1220,8.84E+10,2.35E+06
1221,8.85E+10,2.35E+06
1222,8.85E+10,2.35E+06
1223,8.86E+10,2.35E+06
1224,8.87E+10,2.35E+06
1225,8.87E+10,2.35E+06
1226,8.88E+10,2.35E+06
1227,8.89E+10,2.35E+06
1228,8.90E+10,2.35E+06
1229,8.90E+10,2.35E+06
1230,8.91E+10,2.35E+06
1231,8.92E+10,2.35E+06
1232,8.93E+10,2.35E+06
1233,8.93E+10,2.35E+06
1234,8.94E+10,2.35E+06
1235,8.95E+10,2.35E+06
1236,8.95E+10,2.35E+06
1237,8.96E+10,2.35E+06
1238,8.97E+10,2.35E+06
1239,8.98E+10,2.35E+06
1240,8.98E+10,2.35E+06
1241,8.99E+10,2.35E+06
1242,9.00E+10,2.35E+06
1243,9.01E+10,2.35E+06
1244,9.01E+10,2.35E+06
1245,9.02E+10,2.35E+06
1246,9.03E+10,2.35E+06
1247,9.03E+10,2.35E+06
1248,9.04E+10,2.35E+06
1249,9.05E+10,2.35E+06
1250,9.06E+10,2.35E+06
1251,9.06E+10,2.35E+06
1252,9.07E+10,2.35E+06
1253,9.08E+10,2.35E+06
1254,9.09E+10,2.35E+06
1255,9.09E+10,2.35E+06
1256,9.10E+10,2.35E+06
1257,9.11E+10,2.35E+06
1258,9.11E+10,2.35E+06
1259,9.12E+10,2.35E+06
1260,9.13E+10,2.35E+06
1261,9.14E+10,2.35E+06
1262,9.14E+10,2.35E+06
1263,9.15E+10,2.35E+06
1264,9.16E+10,2.35E+06
1265,9.16E+10,2.35E+06
1266,9.17E+10,2.35E+06
1267,9.18E+10,2.35E+06
1268,9.19E+10,2.35E+06
1269,9.19E+10,2.35E+06
1270,9.20E+10,2.35E+06
1271,9.21E+10,2.35E+06
1272,9.22E+10,2.35E+06
1273,9.22E+10,2.35E+06
1274,9.23E+10,2.35E+06
1275,9.24E+10,2.35E+06
1276,9.24E+10,2.35E+06
1277,9.25E+10,2.35E+06
1278,9.26E+10,2.35E+06
1279,9.27E+10,2.35E+06
1280,9.27E+10,2.35E+06
1281,9.28E+10,2.35E+06
1282,9.29E+10,2.35E+06
1283,9.30E+10,2.35E+06
1284,9.30E+10,2.35E+06
1285,9.31E+10,2.35E+06
1286,9.32E+10,2.35E+06
1287,9.32E+10,2.35E+06
1288,9.33E+10,2.35E+06
1289,9.34E+10,2.35E+06
1290,9.35E+10,2.35E+06
1291,9.35E+10,2.35E+06
1292,9.36E+10,2.35E+06
1293,9.37E+10,2.35E+06
1294,9.38E+10,2.35E+06
1295,9.38E+10,2.35E+06
1296,9.39E+10,2.35E+06
1297,9.40E+10,2.35E+06
1298,9.40E+10,2.35E+06
1299,9.41E+10,2.35E+06
1300,9.42E+10,2.35E+06
1301,9.43E+10,2.35E+06
1302,9.43E+10,2.35E+06
1303,9.44E+10,2.35E+06
1304,9.45E+10,2.35E+06
1305,9.45E+10,2.35E+06
1306,9.46E+10,2.35E+06
1307,9.47E+10,2.35E+06
1308,9.48E+10,2.35E+06
1309,9.48E+10,2.35E+06
1310,9.49E+10,2.35E+06
1311,9.50E+10,2.35E+06
1312,9.51E+10,2.36E+06
1313,9.51E+10,2.36E+06
1314,9.52E+10,2.36E+06
1315,9.53E+10,2.36E+06
1316,9.53E+10,2.36E+06
1317,9.54E+10,2.36E+06
1318,9.55E+10,2.36E+06
1319,9.56E+10,2.36E+06
1320,9.56E+10,2.36E+06
1321,9.57E+10,2.36E+06
1322,9.58E+10,2.36E+06
1323,9.59E+10,2.36E+06
1324,9.59E+10,2.36E+06
1325,9.60E+10,2.36E+06
1326,9.61E+10,2.36E+06
1327,9.61E+10,2.36E+06
1328,9.62E+10,2.36E+06
1329,9.63E+10,2.36E+06
1330,9.64E+10,2.36E+06
1331,9.64E+10,2.36E+06
1332,9.65E+10,2.36E+06
1333,9.66E+10,2.36E+06
1334,9.67E+10,2.36E+06
1335,9.67E+10,2.36E+06
1336,9.68E+10,2.36E+06
1337,9.69E+10,2.36E+06
1338,9.69E+10,2.36E+06
1339,9.70E+10,2.36E+06
1340,9.71E+10,2.36E+06
1341,9.72E+10,2.36E+06
1342,9.72E+10,2.36E+06
1343,9.73E+10,2.36E+06
1344,9.74E+10,2.36E+06
1345,9.75E+10,2.36E+06
1346,9.75E+10,2.36E+06
1347,9.76E+10,2.36E+06
1348,9.77E+10,2.36E+06
1349,9.77E+10,2.36E+06
1350,9.78E+10,2.36E+06
1351,9.79E+10,2.36E+06
1352,9.80E+10,2.36E+06
1353,9.80E+10,2.36E+06
1354,9.81E+10,2.36E+06
1355,9.82E+10,2.36E+06
1356,9.82E+10,2.36E+06
1357,9.83E+10,2.36E+06
1358,9.84E+10,2.36E+06
1359,9.85E+10,2.36E+06
1360,9.85E+10,2.36E+06
1361,9.86E+10,2.36E+06
1362,9.87E+10,2.36E+06
1363,9.88E+10,2.36E+06
1364,9.88E+10,2.36E+06
1365,9.89E+10,2.36E+06
1366,9.90E+10,2.36E+06
1367,9.90E+10,2.36E+06
1368,9.91E+10,2.36E+06
1369,9.92E+10,2.36E+06
1370,9.93E+10,2.36E+06
1371,9.93E+10,2.36E+06
1372,9.94E+10,2.36E+06
1373,9.95E+10,2.36E+06
1374,9.96E+10,2.36E+06
1375,9.96E+10,2.36E+06
1376,9.97E+10,2.36E+06
1377,9.98E+10,2.36E+06
1378,9.98E+10,2.36E+06
1379,9.99E+10,2.36E+06
1380,1.00E+11,2.36E+06
1381,1.00E+11,2.36E+06
1382,1.00E+11,2.36E+06
1383,1.00E+11,2.36E+06
1384,1.00E+11,2.36E+06
1385,1.00E+11,2.36E+06
1386,1.00E+11,2.36E+06
1387,1.01E+11,2.36E+06
1388,1.01E+11,2.36E+06
1389,1.01E+11,2.36E+06
1390,1.01E+11,2.36E+06
1391,1.01E+11,2.36E+06
1392,1.01E+11,2.36E+06
1393,1.01E+11,2.36E+06
1394,1.01E+11,2.36E+06
1395,1.01E+11,2.36E+06
1396,1.01E+11,2.36E+06
1397,1.01E+11,2.36E+06
1398,1.01E+11,2.36E+06
1399,1.01E+11,2.36E+06
1400,1.01E+11,2.36E+06
1401,1.02E+11,2.36E+06
1402,1.02E+11,2.36E+06
1403,1.02E+11,2.36E+06
1404,1.02E+11,2.36E+06
1405,1.02E+11,2.36E+06
1406,1.02E+11,2.36E+06
1407,1.02E+11,2.36E+06
1408,1.02E+11,2.36E+06
1409,1.02E+11,2.36E+06
1410,1.02E+11,2.36E+06
1411,1.02E+11,2.36E+06
1412,1.02E+11,2.36E+06
1413,1.02E+11,2.36E+06
1414,1.02E+11,2.36E+06
1415,1.03E+11,2.36E+06
1416,1.03E+11,2.36E+06
1417,1.03E+11,2.36E+06
1418,1.03E+11,2.36E+06
1419,1.03E+11,2.36E+06
1420,1.03E+11,2.36E+06
1421,1.03E+11,2.36E+06
1422,1.03E+11,2.36E+06
1423,1.03E+11,2.36E+06
1424,1.03E+11,2.36E+06
1425,1.03E+11,2.36E+06
1426,1.03E+11,2.36E+06
1427,1.03E+11,2.36E+06
1428,1.03E+11,2.36E+06
1429,1.04E+11,2.36E+06
1430,1.04E+11,2.36E+06
1431,1.04E+11,2.36E+06
1432,1.04E+11,2.36E+06
1433,1.04E+11,2.36E+06
1434,1.04E+11,2.36E+06
1435,1.04E+11,2.36E+06
1436,1.04E+11,2.36E+06
1437,1.04E+11,2.36E+06
1438,1.04E+11,2.36E+06
1439,1.04E+11,2.36E+06
1440,1.04E+11,2.36E+06
1441,1.04E+11,2.36E+06
1442,1.04E+11,2.36E+06
1443,1.05E+11,2.36E+06
1444,1.05E+11,2.36E+06
1445,1.05E+11,2.36E+06
1446,1.05E+11,2.36E+06
1447,1.05E+11,2.36E+06
1448,1.05E+11,2.36E+06
1449,1.05E+11,2.36E+06
1450,1.05E+11,2.36E+06
1451,1.05E+11,2.36E+06
1452,1.05E+11,2.36E+06
1453,1.05E+11,2.36E+06
1454,1.05E+11,2.36E+06
1455,1.05E+11,2.36E+06
1456,1.06E+11,2.36E+06
1457,1.06E+11,2.36E+06
1458,1.06E+11,2.36E+06
1459,1.06E+11,2.36E+06
1460,1.06E+11,2.36E+06
1461,1.06E+11,2.36E+06
1462,1.06E+11,2.36E+06
1463,1.06E+11,2.36E+06
1464,1.06E+11,2.36E+06
1465,1.06E+11,2.36E+06
1466,1.06E+11,2.36E+06
1467,1.06E+11,2.36E+06
1468,1.06E+11,2.36E+06
1469,1.06E+11,2.36E+06
1470,1.07E+11,2.36E+06
1471,1.07E+11,2.36E+06
1472,1.07E+11,2.36E+06
1473,1.07E+11,2.36E+06
1474,1.07E+11,2.36E+06
1475,1.07E+11,2.36E+06
1476,1.07E+11,2.36E+06
1477,1.07E+11,2.36E+06
1478,1.07E+11,2.36E+06
1479,1.07E+11,2.36E+06
1480,1.07E+11,2.36E+06
1481,1.07E+11,2.36E+06
1482,1.07E+11,2.36E+06
1483,1.07E+11,2.36E+06
1484,1.08E+11,2.36E+06
1485,1.08E+11,2.36E+06
1486,1.08E+11,2.36E+06
1487,1.08E+11,2.36E+06
1488,1.08E+11,2.36E+06
1489,1.08E+11,2.36E+06
1490,1.08E+11,2.36E+06
1491,1.08E+11,2.36E+06
1492,1.08E+11,2.36E+06
1493,1.08E+11,2.36E+06
1494,1.08E+11,2.36E+06
1495,1.08E+11,2.36E+06
1496,1.08E+11,2.36E+06
1497,1.08E+11,2.36E+06
1498,1.09E+11,2.36E+06
1499,1.09E+11,2.36E+06
1500,1.09E+11,2.36E+06
1501,1.09E+11,2.36E+06
1502,1.09E+11,2.36E+06
1503,1.09E+11,2.36E+06
1504,1.09E+11,2.36E+06
1505,1.09E+11,2.36E+06
1506,1.09E+11,2.36E+06
1507,1.09E+11,2.36E+06
1508,1.09E+11,2.36E+06
1509,1.09E+11,2.36E+06
1510,1.09E+11,2.36E+06
1511,1.09E+11,2.36E+06
1512,1.10E+11,2.36E+06
1513,1.10E+11,2.36E+06
1514,1.10E+11,2.36E+06
1515,1.10E+11,2.36E+06
1516,1.10E+11,2.36E+06
1517,1.10E+11,2.36E+06
1518,1.10E+11,2.36E+06
1519,1.10E+11,2.36E+06
1520,1.10E+11,2.36E+06
1521,1.10E+11,2.36E+06
1522,1.10E+11,2.36E+06
1523,1.10E+11,2.36E+06
1524,1.10E+11,2.36E+06
1525,1.11E+11,2.36E+06
1526,1.11E+11,2.36E+06
1527,1.11E+11,2.36E+06
1528,1.11E+11,2.36E+06
1529,1.11E+11,2.36E+06
1530,1.11E+11,2.36E+06
1531,1.11E+11,2.36E+06
1532,1.11E+11,2.36E+06
1533,1.11E+11,2.36E+06
1534,1.11E+11,2.36E+06
1535,1.11E+11,2.36E+06
1536,1.11E+11,2.36E+06
1537,1.11E+11,2.36E+06
1538,1.11E+11,2.36E+06
1539,1.12E+11,2.36E+06
1540,1.12E+11,2.36E+06
1541,1.12E+11,2.36E+06
1542,1.12E+11,2.36E+06
1543,1.12E+11,2.36E+06
1544,1.12E+11,2.36E+06
1545,1.12E+11,2.36E+06
1546,1.12E+11,2.36E+06
1547,1.12E+11,2.36E+06
1548,1.12E+11,2.36E+06
1549,1.12E+11,2.36E+06
1550,1.12E+11,2.36E+06
1551,1.12E+11,2.36E+06
1552,1.12E+11,2.36E+06
1553,1.13E+11,2.36E+06
1554,1.13E+11,2.36E+06
1555,1.13E+11,2.36E+06
1556,1.13E+11,2.36E+06
1557,1.13E+11,2.36E+06
1558,1.13E+11,2.36E+06
1559,1.13E+11,2.36E+06
1560,1.13E+11,2.36E+06
1561,1.13E+11,2.36E+06
1562,1.13E+11,2.36E+06
1563,1.13E+11,2.36E+06
1564,1.13E+11,2.36E+06
1565,1.13E+11,2.36E+06
1566,1.13E+11,2.36E+06
1567,1.14E+11,2.36E+06
1568,1.14E+11,2.36E+06
1569,1.14E+11,2.36E+06
1570,1.14E+11,2.36E+06
1571,1.14E+11,2.36E+06
1572,1.14E+11,2.36E+06
1573,1.14E+11,2.36E+06
1574,1.14E+11,2.36E+06
1575,1.14E+11,2.36E+06
1576,1.14E+11,2.36E+06
1577,1.14E+11,2.36E+06
1578,1.14E+11,2.36E+06
1579,1.14E+11,2.36E+06
1580,1.14E+11,2.36E+06
1581,1.15E+11,2.36E+06
1582,1.15E+11,2.36E+06
1583,1.15E+11,2.36E+06
1584,1.15E+11,2.36E+06
1585,1.15E+11,2.36E+06
1586,1.15E+11,2.36E+06
1587,1.15E+11,2.36E+06
1588,1.15E+11,2.36E+06
1589,1.15E+11,2.36E+06
1590,1.15E+11,2.36E+06
1591,1.15E+11,2.36E+06
1592,1.15E+11,2.36E+06
1593,1.15E+11,2.36E+06
1594,1.16E+11,2.36E+06
1595,1.16E+11,2.36E+06
1596,1.16E+11,2.36E+06
1597,1.16E+11,2.36E+06
1598,1.16E+11,2.36E+06
1599,1.16E+11,2.36E+06
1600,1.16E+11,2.36E+06
1601,1.16E+11,2.36E+06
1602,1.16E+11,2.36E+06
1603,1.16E+11,2.36E+06
1604,1.16E+11,2.36E+06
1605,1.16E+11,2.36E+06
1606,1.16E+11,2.36E+06
1607,1.16E+11,2.36E+06
1608,1.17E+11,2.36E+06
1609,1.17E+11,2.36E+06
1610,1.17E+11,2.36E+06
1611,1.17E+11,2.36E+06
1612,1.17E+11,2.36E+06
1613,1.17E+11,2.36E+06
1614,1.17E+11,2.36E+06
1615,1.17E+11,2.36E+06
1616,1.17E+11,2.36E+06
1617,1.17E+11,2.36E+06
1618,1.17E+11,2.36E+06
1619,1.17E+11,2.36E+06
1620,1.17E+11,2.36E+06
1621,1.17E+11,2.36E+06
1622,1.18E+11,2.36E+06
1623,1.18E+11,2.36E+06
1624,1.18E+11,2.36E+06
1625,1.18E+11,2.36E+06
1626,1.18E+11,2.36E+06
1627,1.18E+11,2.36E+06
1628,1.18E+11,2.36E+06
1629,1.18E+11,2.36E+06
1630,1.18E+11,2.36E+06
1631,1.18E+11,2.36E+06
1632,1.18E+11,2.36E+06
1633,1.18E+11,2.36E+06
1634,1.18E+11,2.36E+06
1635,1.18E+11,2.36E+06
1636,1.19E+11,2.36E+06
1637,1.19E+11,2.36E+06
1638,1.19E+11,2.36E+06
1639,1.19E+11,2.36E+06
1640,1.19E+11,2.36E+06
1641,1.19E+11,2.36E+06
1642,1.19E+11,2.36E+06
1643,1.19E+11,2.36E+06
1644,1.19E+11,2.36E+06
1645,1.19E+11,2.36E+06
1646,1.19E+11,2.36E+06
1647,1.19E+11,2.36E+06
1648,1.19E+11,2.36E+06
1649,1.19E+11,2.36E+06
1650,1.20E+11,2.36E+06
1651,1.20E+11,2.36E+06
1652,1.20E+11,2.36E+06
1653,1.20E+11,2.36E+06
1654,1.20E+11,2.36E+06
1655,1.20E+11,2.36E+06
1656,1.20E+11,2.36E+06
1657,1.20E+11,2.36E+06
1658,1.20E+11,2.36E+06
1659,1.20E+11,2.36E+06
1660,1.20E+11,2.36E+06
1661,1.20E+11,2.36E+06
1662,1.20E+11,2.36E+06
1663,1.21E+11,2.36E+06
1664,1.21E+11,2.36E+06
1665,1.21E+11,2.36E+06
1666,1.21E+11,2.36E+06
1667,1.21E+11,2.36E+06
1668,1.21E+11,2.36E+06
1669,1.21E+11,2.36E+06
1670,1.21E+11,2.36E+06
1671,1.21E+11,2.36E+06
1672,1.21E+11,2.36E+06
1673,1.21E+11,2.36E+06
1674,1.21E+11,2.36E+06
1675,1.21E+11,2.36E+06
1676,1.21E+11,2.36E+06
1677,1.22E+11,2.36E+06
1678,1.22E+11,2.36E+06
1679,1.22E+11,2.36E+06
1680,1.22E+11,2.36E+06
1681,1.22E+11,2.36E+06
1682,1.22E+11,2.36E+06
1683,1.22E+11,2.36E+06
1684,1.22E+11,2.36E+06
1685,1.22E+11,2.36E+06
1686,1.22E+11,2.36E+06
1687,1.22E+11,2.36E+06
1688,1.22E+11,2.36E+06
1689,1.22E+11,2.36E+06
1690,1.22E+11,2.36E+06
1691,1.23E+11,2.36E+06
1692,1.23E+11,2.36E+06
1693,1.23E+11,2.36E+06
1694,1.23E+11,2.36E+06
1695,1.23E+11,2.36E+06
1696,1.23E+11,2.36E+06
1697,1.23E+11,2.36E+06
1698,1.23E+11,2.36E+06
1699,1.23E+11,2.36E+06
1700,1.23E+11,2.36E+06
